Tracking Number,Order Number,Recipient Postal Code,Service Description,Ship Date,Delivery Date,Original Weight (Pounds),Shipment Rated Weight (Pounds),Dimmed Height (in),Dimmed Width (in),Dimmed Length (in),Shipment DIM Flag,Net Charge Amount USD
TRK20250000000401,2220765,71024,FedEx Ground Economy,03/30/2025,04/04/2025,55.45,59.78,26.9,37.5,79.0,Y,64.89
TRK20250000000401,2220765,71024,FedEx Home Delivery,03/27/2025,03/30/2025,96.53,110.83,33.1,13.3,15.8,Y,113.19
TRK20250000000401,2220765,71024,FedEx Home Delivery,03/30/2025,03/31/2025,65.36,71.27,51.4,35.4,53.3,Y,53.08
TRK20250000000401,2220765,71024,FedEx Ground Economy,03/30/2025,04/08/2025,120.53,127.74,38.2,60.0,44.9,Y,161.75
TRK20250000000401,2220765,71024,FedEx Home Delivery,03/30/2025,04/03/2025,103.24,115.93,59.4,45.1,39.9,Y,145.03
TRK20250000000401,2220765,71024,FedEx Home Delivery,03/26/2025,03/27/2025,154.25,174.14,59.3,34.0,77.9,Y,281.34
TRK20250000000402,2220766,61236,FedEx Home Delivery,06/25/2025,06/29/2025,10.94,11.59,51.4,26.3,45.5,Y,9.78
TRK20250000000402,2220766,61236,FedEx Ground Economy,06/24/2025,07/02/2025,13.64,14.91,36.4,25.8,56.9,Y,13.69
TRK20250000000403,2220767,1210,FedEx Ground Economy,06/27/2025,07/03/2025,175.57,188.37,56.1,40.3,40.0,Y,182.21
TRK20250000000403,2220767,1210,FedEx Ground Economy,06/26/2025,06/28/2025,180.89,190.63,22.4,47.1,5.9,Y,121.2
TRK20250000000403,2220767,1210,FedEx Home Delivery,06/29/2025,07/04/2025,155.17,163.97,55.1,48.5,33.1,Y,124.7
TRK20250000000404,2220769,40843,FedEx Home Delivery,02/19/2025,02/23/2025,79.15,85.62,27.5,47.0,64.4,Y,65.85
TRK20250000000404,2220769,40843,FedEx Ground Economy,02/21/2025,02/23/2025,1.88,2.09,25.0,35.3,81.6,Y,1.92
TRK20250000000404,2220769,40843,FedEx Home Delivery,02/21/2025,02/25/2025,187.72,191.9,32.7,26.0,68.6,Y,215.82
TRK20250000000404,2220769,40843,FedEx Home Delivery,02/18/2025,02/20/2025,46.5,50.85,48.0,32.7,15.1,Y,35.72
TRK20250000000404,2220769,40843,FedEx Ground Economy,02/19/2025,02/21/2025,166.07,169.75,53.1,36.9,38.4,Y,140.1
TRK20250000000404,2220769,40843,FedEx Ground Economy,02/18/2025,02/25/2025,178.32,179.65,44.5,19.6,27.1,Y,220.69
TRK20250000000405,2220770,83530,FedEx Home Delivery,11/13/2025,11/18/2025,85.46,89.54,43.4,19.9,60.9,Y,74.94
TRK20250000000405,2220770,83530,FedEx Ground Economy,11/13/2025,11/15/2025,26.29,30.06,31.8,17.3,19.6,Y,22.27
TRK20250000000405,2220770,83530,FedEx Home Delivery,11/12/2025,11/14/2025,145.32,156.35,25.5,34.8,36.3,Y,264.16
TRK20250000000405,2220770,83530,FedEx Home Delivery,11/13/2025,11/18/2025,120.89,121.58,2.9,50.2,16.5,Y,178.51
TRK20250000000405,2220770,83530,FedEx Ground Economy,11/13/2025,11/17/2025,44.41,48.65,5.5,25.6,13.6,Y,67.76
TRK20250000000405,2220770,83530,FedEx Ground Economy,11/13/2025,11/22/2025,84.96,101.11,5.4,20.2,15.9,Y,143.5
TRK20250000000406,2220774,26963,FedEx Home Delivery,02/13/2025,02/18/2025,68.81,77.56,41.6,50.4,45.4,Y,118.21
TRK20250000000406,2220774,26963,FedEx Ground Economy,02/17/2025,02/26/2025,45.59,46.56,26.3,31.6,85.1,Y,42.06
TRK20250000000406,2220774,26963,FedEx Home Delivery,02/15/2025,02/17/2025,89.17,97.88,44.8,7.5,48.5,Y,105.08
TRK20250000000406,2220774,26963,FedEx Home Delivery,02/15/2025,02/16/2025,171.06,193.99,16.1,9.3,58.3,Y,249.06
TRK20250000000406,2220774,26963,FedEx Ground Economy,02/15/2025,02/20/2025,8.21,9.75,25.6,6.3,19.5,Y,6.17
TRK20250000000406,2220774,26963,FedEx Home Delivery,02/15/2025,02/16/2025,82.9,97.97,13.4,59.0,50.9,Y,116.51
TRK20250000000407,2220775,10938,FedEx Home Delivery,10/20/2025,10/21/2025,196.06,222.82,42.4,24.2,29.4,Y,174.88
TRK20250000000407,2220775,10938,FedEx Home Delivery,10/20/2025,10/22/2025,121.7,121.73,30.5,52.5,44.0,Y,120.79
TRK20250000000407,2220775,10938,FedEx Home Delivery,10/17/2025,10/20/2025,31.22,32.7,52.7,23.6,74.3,Y,23.38
TRK20250000000407,2220775,10938,FedEx Ground Economy,10/20/2025,10/22/2025,103.08,121.72,46.8,13.5,17.4,Y,127.65
TRK20250000000407,2220775,10938,FedEx Home Delivery,10/18/2025,10/21/2025,134.52,139.22,11.0,23.3,89.8,Y,119.38
TRK20250000000408,2220778,56899,FedEx Home Delivery,02/01/2025,02/02/2025,22.55,25.36,10.4,37.0,52.2,Y,33.3
TRK20250000000408,2220778,56899,FedEx Ground Economy,02/02/2025,02/11/2025,160.36,185.18,16.7,51.3,80.2,Y,182.64
TRK20250000000408,2220778,56899,FedEx Home Delivery,02/04/2025,02/06/2025,129.39,151.64,5.8,24.5,14.4,Y,175.36
TRK20250000000409,2220779,17842,FedEx Ground Economy,01/24/2025,01/27/2025,160.12,187.62,35.8,36.0,46.0,Y,221.52
TRK20250000000409,2220779,17842,FedEx Home Delivery,01/21/2025,01/24/2025,26.77,32.01,39.6,29.8,46.8,Y,48.81
TRK20250000000409,2220779,17842,FedEx Ground Economy,01/24/2025,01/31/2025,143.63,155.57,2.3,8.3,6.3,N,95.03
TRK20250000000409,2220779,17842,FedEx Ground Economy,01/20/2025,01/22/2025,140.64,155.1,15.7,6.9,31.1,Y,148.41
TRK20250000000409,2220779,17842,FedEx Home Delivery,01/21/2025,01/25/2025,70.86,82.41,22.7,13.1,11.7,Y,141.61
TRK20250000000409,2220779,17842,FedEx Home Delivery,01/24/2025,01/27/2025,115.35,119.25,53.5,47.9,88.4,Y,129.27
TRK20250000000410,2220780,85172,FedEx Home Delivery,01/22/2025,01/26/2025,66.84,77.63,51.5,56.3,42.8,Y,92.31
TRK20250000000410,2220780,85172,FedEx Home Delivery,01/18/2025,01/20/2025,8.32,8.96,28.3,27.4,60.7,Y,12.92
TRK20250000000410,2220780,85172,FedEx Home Delivery,01/20/2025,01/22/2025,193.96,232.13,18.0,16.7,77.6,Y,277.67
TRK20250000000410,2220780,85172,FedEx Ground Economy,01/22/2025,01/31/2025,30.53,32.11,40.7,38.1,16.7,Y,22.2
TRK20250000000410,2220780,85172,FedEx Home Delivery,01/21/2025,01/26/2025,145.9,150.77,35.3,59.0,7.0,Y,157.08
TRK20250000000411,2220782,13293,FedEx Ground Economy,05/28/2025,06/04/2025,11.06,12.94,33.2,32.8,81.4,Y,10.4
TRK20250000000411,2220782,13293,FedEx Ground Economy,05/29/2025,06/02/2025,101.82,106.24,35.9,11.6,26.3,Y,67.53
TRK20250000000411,2220782,13293,FedEx Home Delivery,05/27/2025,05/28/2025,146.35,174.02,37.4,52.4,82.5,Y,206.98
TRK20250000000411,2220782,13293,FedEx Home Delivery,05/28/2025,06/01/2025,138.75,165.39,27.6,37.8,87.9,Y,155.58
TRK20250000000411,2220782,13293,FedEx Home Delivery,05/29/2025,06/02/2025,18.28,18.29,29.5,13.5,13.9,Y,31.06
TRK20250000000411,2220782,13293,FedEx Ground Economy,05/28/2025,06/04/2025,37.32,43.64,49.1,51.4,66.4,Y,44.58
TRK20250000000412,2220786,79026,FedEx Ground Economy,06/16/2025,06/19/2025,68.48,68.95,45.9,18.8,19.0,Y,70.08
TRK20250000000412,2220786,79026,FedEx Home Delivery,06/16/2025,06/17/2025,154.85,161.43,12.0,24.7,71.7,Y,263.97
TRK20250000000412,2220786,79026,FedEx Ground Economy,06/14/2025,06/22/2025,71.41,79.01,55.7,37.5,15.3,Y,100.02
TRK20250000000412,2220786,79026,FedEx Home Delivery,06/15/2025,06/17/2025,100.96,110.88,48.6,35.0,81.9,Y,148.57
TRK20250000000412,2220786,79026,FedEx Home Delivery,06/17/2025,06/19/2025,174.9,182.61,38.8,14.1,34.3,Y,191.88
TRK20250000000412,2220786,79026,FedEx Ground Economy,06/14/2025,06/16/2025,132.45,138.44,37.5,10.6,61.2,Y,156.97
TRK20250000000412,2220786,79026,FedEx Home Delivery,06/18/2025,06/20/2025,153.77,162.85,52.6,15.0,70.4,Y,138.02
TRK20250000000413,2220788,79280,FedEx Home Delivery,06/04/2025,06/06/2025,126.75,131.51,36.8,29.5,14.1,Y,117.59
TRK20250000000414,2220791,82560,FedEx Ground Economy,03/06/2025,03/13/2025,183.5,199.06,47.9,32.3,45.8,Y,154.27
TRK20250000000414,2220791,82560,FedEx Ground Economy,03/05/2025,03/07/2025,5.18,5.73,50.4,20.4,76.7,Y,8.56
TRK20250000000414,2220791,82560,FedEx Home Delivery,03/03/2025,03/06/2025,149.16,165.2,57.9,47.7,35.8,Y,116.47
TRK20250000000414,2220791,82560,FedEx Home Delivery,03/04/2025,03/08/2025,56.68,61.02,24.8,16.0,47.6,Y,90.42
TRK20250000000414,2220791,82560,FedEx Ground Economy,03/05/2025,03/10/2025,17.5,18.4,12.3,24.0,32.9,Y,22.61
TRK20250000000414,2220791,82560,FedEx Ground Economy,03/05/2025,03/09/2025,137.91,153.24,56.4,32.9,67.5,Y,181.59
TRK20250000000414,2220791,82560,FedEx Home Delivery,03/07/2025,03/12/2025,36.66,41.7,39.6,25.2,54.9,Y,46.58
TRK20250000000415,2220792,69341,FedEx Home Delivery,12/11/2025,12/13/2025,58.0,68.69,43.0,25.3,54.5,Y,106.36
TRK20250000000415,2220792,69341,FedEx Ground Economy,12/14/2025,12/16/2025,171.75,191.57,12.3,37.7,82.9,Y,117.52
TRK20250000000415,2220792,69341,FedEx Home Delivery,12/12/2025,12/16/2025,77.79,89.14,53.2,18.9,53.3,Y,106.23
TRK20250000000416,2220795,12978,FedEx Home Delivery,10/25/2025,10/27/2025,139.31,163.4,12.7,44.9,52.3,Y,116.59
TRK20250000000416,2220795,12978,FedEx Ground Economy,10/22/2025,10/29/2025,137.61,160.65,13.8,7.9,55.5,Y,140.19
TRK20250000000417,2220796,75938,FedEx Ground Economy,01/27/2025,01/30/2025,166.43,176.51,14.0,23.8,5.6,Y,123.37
TRK20250000000417,2220796,75938,FedEx Home Delivery,01/26/2025,01/27/2025,98.35,113.42,39.1,45.7,31.4,Y,92.17
TRK20250000000418,2220798,9514,FedEx Ground Economy,06/10/2025,06/19/2025,174.47,204.26,14.2,9.2,77.4,Y,295.15
TRK20250000000418,2220798,9514,FedEx Ground Economy,06/11/2025,06/20/2025,132.24,150.77,56.2,7.9,80.7,Y,92.34
TRK20250000000419,2220799,2347,FedEx Home Delivery,06/20/2025,06/24/2025,169.96,196.49,11.9,26.3,56.0,Y,242.96
TRK20250000000419,2220799,2347,FedEx Ground Economy,06/23/2025,07/01/2025,196.41,222.51,30.8,54.7,80.8,Y,192.64
TRK20250000000419,2220799,2347,FedEx Home Delivery,06/20/2025,06/23/2025,132.3,133.71,49.3,32.2,6.9,Y,126.95
TRK20250000000420,2220800,27659,FedEx Ground Economy,07/06/2025,07/12/2025,54.73,65.3,12.2,6.2,70.4,Y,46.58
TRK20250000000420,2220800,27659,FedEx Home Delivery,07/04/2025,07/06/2025,160.03,167.25,5.9,15.1,66.9,Y,253.12
TRK20250000000420,2220800,27659,FedEx Home Delivery,07/08/2025,07/09/2025,116.32,138.01,3.8,50.4,11.5,Y,237.82
TRK20250000000420,2220800,27659,FedEx Home Delivery,07/08/2025,07/10/2025,73.05,84.28,50.3,56.1,57.6,Y,141.67
TRK20250000000420,2220800,27659,FedEx Home Delivery,07/06/2025,07/08/2025,193.64,194.44,16.0,43.2,21.1,Y,285.58
TRK20250000000421,2220803,26091,FedEx Home Delivery,02/20/2025,02/23/2025,104.05,119.65,40.7,54.2,49.5,Y,155.16
TRK20250000000421,2220803,26091,FedEx Ground Economy,02/17/2025,02/22/2025,119.62,136.98,57.7,47.8,37.0,Y,90.14
TRK20250000000422,2220804,48623,FedEx Home Delivery,09/03/2025,09/04/2025,130.74,137.31,54.3,47.6,52.7,Y,108.6
TRK20250000000422,2220804,48623,FedEx Home Delivery,09/01/2025,09/02/2025,169.3,197.58,20.4,18.3,76.2,Y,338.86
TRK20250000000422,2220804,48623,FedEx Ground Economy,09/02/2025,09/06/2025,121.23,144.33,44.4,43.5,83.4,Y,120.75
TRK20250000000422,2220804,48623,FedEx Home Delivery,08/30/2025,09/02/2025,73.86,86.01,45.5,56.3,44.7,Y,123.64
TRK20250000000423,2220808,31676,FedEx Home Delivery,02/25/2025,02/27/2025,33.14,35.06,37.4,26.0,74.7,Y,55.4
TRK20250000000423,2220808,31676,FedEx Ground Economy,02/24/2025,02/27/2025,84.96,95.14,48.8,53.4,70.7,Y,100.1
TRK20250000000423,2220808,31676,FedEx Ground Economy,02/25/2025,03/01/2025,126.13,146.69,41.9,13.7,11.8,Y,159.62
TRK20250000000423,2220808,31676,FedEx Home Delivery,02/27/2025,03/02/2025,171.33,174.18,4.6,28.9,41.8,Y,173.13
TRK20250000000423,2220808,31676,FedEx Ground Economy,02/27/2025,03/03/2025,79.73,94.46,11.8,14.6,69.1,Y,119.17
TRK20250000000423,2220808,31676,FedEx Home Delivery,02/26/2025,03/03/2025,152.13,171.45,58.3,15.3,77.8,Y,269.5
TRK20250000000424,2220813,74590,FedEx Ground Economy,05/09/2025,05/12/2025,164.13,165.61,29.8,58.2,82.2,Y,210.21
TRK20250000000424,2220813,74590,FedEx Home Delivery,05/08/2025,05/09/2025,196.9,221.94,44.0,15.1,81.5,Y,366.53
TRK20250000000424,2220813,74590,FedEx Home Delivery,05/05/2025,05/06/2025,62.26,64.84,49.8,40.1,24.5,Y,72.47
TRK20250000000424,2220813,74590,FedEx Home Delivery,05/09/2025,05/13/2025,60.33,61.4,49.9,49.2,15.0,Y,92.45
TRK20250000000424,2220813,74590,FedEx Home Delivery,05/09/2025,05/11/2025,163.84,195.39,18.0,46.8,64.3,Y,147.0
TRK20250000000424,2220813,74590,FedEx Home Delivery,05/07/2025,05/09/2025,199.38,216.55,17.8,32.8,81.4,Y,349.77
TRK20250000000425,2220814,8183,FedEx Home Delivery,03/24/2025,03/28/2025,165.14,196.71,31.7,33.2,16.1,Y,167.63
TRK20250000000425,2220814,8183,FedEx Home Delivery,03/25/2025,03/26/2025,168.97,198.04,17.5,13.3,50.3,Y,232.57
TRK20250000000425,2220814,8183,FedEx Home Delivery,03/24/2025,03/28/2025,153.92,171.56,40.6,47.8,14.2,Y,241.82
TRK20250000000425,2220814,8183,FedEx Home Delivery,03/23/2025,03/24/2025,122.3,140.85,55.3,40.8,61.5,Y,121.64
TRK20250000000426,2220817,7848,FedEx Home Delivery,01/03/2026,01/06/2026,37.5,44.12,9.8,24.6,39.9,Y,35.87
TRK20250000000426,2220817,7848,FedEx Home Delivery,01/03/2026,01/06/2026,77.88,92.24,6.3,38.3,11.7,Y,125.11
TRK20250000000426,2220817,7848,FedEx Home Delivery,01/01/2026,01/04/2026,93.37,101.0,20.9,9.0,10.6,Y,78.9
TRK20250000000427,2220818,71411,FedEx Home Delivery,01/02/2026,01/05/2026,21.08,24.77,60.0,35.7,34.8,Y,42.53
TRK20250000000427,2220818,71411,FedEx Home Delivery,12/31/2025,01/04/2026,192.7,200.53,25.2,29.0,10.5,Y,337.92
TRK20250000000427,2220818,71411,FedEx Home Delivery,01/01/2026,01/02/2026,100.45,106.41,22.3,43.8,35.6,Y,174.35
TRK20250000000428,2220819,82742,FedEx Home Delivery,01/01/2026,01/05/2026,105.89,110.91,37.4,31.6,18.4,Y,111.0
TRK20250000000429,2220820,54471,FedEx Home Delivery,10/27/2025,10/30/2025,114.37,118.21,54.2,21.5,47.1,Y,150.74
TRK20250000000430,2220821,34070,FedEx Home Delivery,10/16/2025,10/18/2025,101.53,116.46,4.5,19.8,33.4,Y,113.1
TRK20250000000430,2220821,34070,FedEx Ground Economy,10/16/2025,10/25/2025,192.82,201.83,52.4,25.6,39.3,Y,236.36
TRK20250000000430,2220821,34070,FedEx Ground Economy,10/17/2025,10/20/2025,102.54,111.16,43.8,15.4,19.6,Y,97.92
TRK20250000000430,2220821,34070,FedEx Home Delivery,10/17/2025,10/19/2025,56.37,57.63,12.8,58.3,76.8,Y,39.84
TRK20250000000430,2220821,34070,FedEx Home Delivery,10/13/2025,10/16/2025,197.14,234.49,47.6,14.1,62.8,Y,322.44
TRK20250000000430,2220821,34070,FedEx Home Delivery,10/16/2025,10/20/2025,191.42,220.47,51.4,55.4,75.1,Y,247.54
TRK20250000000430,2220821,34070,FedEx Home Delivery,10/13/2025,10/17/2025,172.17,200.28,52.0,33.9,32.3,Y,306.7
TRK20250000000431,2220822,1887,FedEx Home Delivery,09/08/2025,09/09/2025,171.52,190.94,20.2,6.8,52.5,Y,155.82
TRK20250000000431,2220822,1887,FedEx Home Delivery,09/07/2025,09/10/2025,147.6,171.53,2.4,11.4,59.7,Y,145.7
TRK20250000000431,2220822,1887,FedEx Home Delivery,09/08/2025,09/11/2025,177.64,184.62,22.4,51.2,28.3,Y,271.4
TRK20250000000432,2220829,97835,FedEx Home Delivery,05/17/2025,05/19/2025,139.98,161.41,51.7,15.0,75.7,Y,241.06
TRK20250000000432,2220829,97835,FedEx Home Delivery,05/17/2025,05/18/2025,53.46,63.41,59.5,44.3,68.1,Y,57.14
TRK20250000000432,2220829,97835,FedEx Ground Economy,05/16/2025,05/19/2025,86.11,86.19,10.2,10.1,22.8,Y,120.6
TRK20250000000433,2220831,45418,FedEx Home Delivery,04/25/2025,04/28/2025,160.84,190.57,53.0,32.5,6.0,Y,261.54
TRK20250000000433,2220831,45418,FedEx Home Delivery,04/28/2025,04/30/2025,131.44,134.11,12.1,24.4,14.3,Y,109.93
TRK20250000000433,2220831,45418,FedEx Home Delivery,04/28/2025,05/02/2025,3.48,3.65,13.9,44.3,45.0,Y,4.19
TRK20250000000433,2220831,45418,FedEx Home Delivery,04/28/2025,04/30/2025,44.7,49.43,21.1,12.0,51.0,Y,79.51
TRK20250000000433,2220831,45418,FedEx Ground Economy,04/27/2025,04/30/2025,45.24,48.05,57.0,24.9,68.8,Y,63.15
TRK20250000000433,2220831,45418,FedEx Ground Economy,04/27/2025,05/06/2025,34.17,35.18,42.0,53.6,22.9,Y,44.67
TRK20250000000434,2220836,70638,FedEx Ground Economy,06/27/2025,07/06/2025,188.12,211.17,18.7,34.0,32.2,Y,301.46
TRK20250000000434,2220836,70638,FedEx Home Delivery,06/26/2025,06/28/2025,159.08,161.09,42.9,6.2,22.9,Y,153.53
TRK20250000000434,2220836,70638,FedEx Ground Economy,06/26/2025,07/01/2025,143.12,147.16,14.0,15.0,79.4,Y,185.37
TRK20250000000435,2220840,73338,FedEx Ground Economy,04/30/2025,05/02/2025,10.22,12.12,12.6,13.2,74.3,Y,8.56
TRK20250000000436,2220842,40313,FedEx Home Delivery,07/06/2025,07/09/2025,84.81,101.23,16.0,16.2,45.2,Y,164.99
TRK20250000000437,2220843,22990,FedEx Home Delivery,01/03/2025,01/08/2025,117.87,121.67,31.0,15.6,53.9,Y,181.16
TRK20250000000438,2220844,74644,FedEx Ground Economy,08/06/2025,08/14/2025,151.73,164.24,3.5,26.9,56.2,Y,227.59
TRK20250000000438,2220844,74644,FedEx Home Delivery,08/04/2025,08/08/2025,197.04,205.91,5.1,26.3,84.2,Y,215.17
TRK20250000000438,2220844,74644,FedEx Ground Economy,08/08/2025,08/16/2025,66.06,74.75,42.1,13.3,26.0,Y,94.12
TRK20250000000438,2220844,74644,FedEx Home Delivery,08/05/2025,08/06/2025,196.78,208.89,41.9,39.4,39.9,Y,300.9
TRK20250000000438,2220844,74644,FedEx Ground Economy,08/04/2025,08/06/2025,138.15,161.13,25.6,33.2,88.2,Y,226.44
TRK20250000000439,2220846,58618,FedEx Home Delivery,01/14/2025,01/15/2025,138.14,143.36,33.1,44.2,82.3,Y,100.89
TRK20250000000439,2220846,58618,FedEx Home Delivery,01/12/2025,01/15/2025,118.41,137.65,46.9,35.0,50.7,Y,157.8
TRK20250000000439,2220846,58618,FedEx Home Delivery,01/12/2025,01/16/2025,129.39,145.45,56.6,21.4,37.0,Y,181.33
TRK20250000000439,2220846,58618,FedEx Ground Economy,01/12/2025,01/21/2025,120.84,131.07,58.9,47.9,40.0,Y,101.71
TRK20250000000440,2220847,47151,FedEx Ground Economy,03/15/2025,03/24/2025,112.46,126.22,26.4,10.8,24.4,Y,105.8
TRK20250000000440,2220847,47151,FedEx Ground Economy,03/19/2025,03/23/2025,172.76,180.74,41.9,12.9,66.7,Y,133.78
TRK20250000000440,2220847,47151,FedEx Home Delivery,03/15/2025,03/18/2025,193.69,216.59,17.5,5.8,88.0,Y,209.96
TRK20250000000440,2220847,47151,FedEx Home Delivery,03/19/2025,03/24/2025,14.67,17.02,35.1,52.0,7.8,Y,24.6
TRK20250000000440,2220847,47151,FedEx Home Delivery,03/17/2025,03/18/2025,158.81,188.54,20.3,17.7,86.0,Y,239.65
TRK20250000000440,2220847,47151,FedEx Ground Economy,03/19/2025,03/28/2025,132.66,149.81,52.0,56.1,89.7,Y,113.72
TRK20250000000440,2220847,47151,FedEx Home Delivery,03/18/2025,03/20/2025,197.35,203.68,5.5,45.7,13.2,Y,213.34
TRK20250000000441,2220849,5015,FedEx Home Delivery,10/01/2025,10/06/2025,39.64,43.04,6.5,42.4,64.7,Y,37.15
TRK20250000000441,2220849,5015,FedEx Home Delivery,09/29/2025,10/04/2025,95.05,111.97,35.0,25.2,45.4,Y,179.09
TRK20250000000441,2220849,5015,FedEx Home Delivery,10/01/2025,10/06/2025,165.54,169.4,30.9,10.8,53.8,Y,261.56
TRK20250000000442,2220850,89180,FedEx Ground Economy,03/22/2025,03/24/2025,115.13,128.83,13.4,45.7,61.8,Y,97.21
TRK20250000000443,2220854,76470,FedEx Home Delivery,09/25/2025,09/26/2025,101.58,104.21,52.4,26.6,38.1,Y,177.2
TRK20250000000443,2220854,76470,FedEx Home Delivery,09/22/2025,09/24/2025,30.06,34.04,38.1,10.1,19.2,Y,33.51
TRK20250000000443,2220854,76470,FedEx Home Delivery,09/22/2025,09/25/2025,199.06,207.53,38.7,11.6,42.9,Y,200.28
TRK20250000000443,2220854,76470,FedEx Home Delivery,09/25/2025,09/26/2025,48.71,54.59,19.4,8.8,62.6,Y,83.86
TRK20250000000444,2220856,65065,FedEx Ground Economy,08/05/2025,08/13/2025,184.35,196.86,47.6,41.4,38.9,Y,149.73
TRK20250000000444,2220856,65065,FedEx Ground Economy,08/07/2025,08/16/2025,190.78,224.79,49.6,59.0,37.3,Y,190.29
TRK20250000000444,2220856,65065,FedEx Home Delivery,08/08/2025,08/10/2025,98.73,118.42,40.2,18.8,45.2,Y,93.62
TRK20250000000444,2220856,65065,FedEx Home Delivery,08/06/2025,08/07/2025,20.37,23.82,48.9,45.2,66.6,Y,36.05
TRK20250000000445,2220858,30583,FedEx Home Delivery,02/01/2025,02/04/2025,185.72,188.09,45.1,10.1,6.4,Y,155.71
TRK20250000000445,2220858,30583,FedEx Ground Economy,01/30/2025,02/04/2025,24.55,28.08,28.3,10.1,26.4,Y,28.82
TRK20250000000446,2220859,39525,FedEx Home Delivery,04/01/2025,04/03/2025,114.48,115.55,26.4,14.0,74.5,Y,195.1
TRK20250000000446,2220859,39525,FedEx Home Delivery,03/29/2025,03/31/2025,74.14,79.85,56.7,13.5,22.6,Y,77.79
TRK20250000000446,2220859,39525,FedEx Home Delivery,03/31/2025,04/03/2025,161.25,183.55,59.6,11.0,83.2,Y,311.01
TRK20250000000446,2220859,39525,FedEx Ground Economy,04/01/2025,04/03/2025,195.4,199.47,31.5,9.8,28.4,Y,232.3
TRK20250000000447,2220861,7842,FedEx Home Delivery,07/19/2025,07/20/2025,126.7,133.9,32.6,13.3,60.9,Y,176.36
TRK20250000000447,2220861,7842,FedEx Ground Economy,07/20/2025,07/26/2025,5.2,5.83,31.0,18.2,75.5,Y,8.14
TRK20250000000447,2220861,7842,FedEx Home Delivery,07/21/2025,07/24/2025,48.37,55.19,14.6,42.4,37.2,Y,39.21
TRK20250000000448,2220862,1564,FedEx Home Delivery,05/30/2025,05/31/2025,129.82,150.74,10.6,10.8,76.2,Y,170.37
TRK20250000000448,2220862,1564,FedEx Home Delivery,05/28/2025,05/30/2025,65.95,67.52,48.7,14.2,70.1,Y,65.39
TRK20250000000449,2220864,87866,FedEx Home Delivery,09/13/2025,09/17/2025,79.4,85.01,7.8,11.6,73.3,Y,65.31
TRK20250000000449,2220864,87866,FedEx Home Delivery,09/11/2025,09/14/2025,63.48,71.59,36.2,50.6,70.9,Y,120.83
TRK20250000000449,2220864,87866,FedEx Home Delivery,09/15/2025,09/17/2025,18.13,21.76,30.3,41.8,7.4,Y,33.86
TRK20250000000449,2220864,87866,FedEx Ground Economy,09/14/2025,09/16/2025,60.52,65.9,53.5,38.7,56.6,Y,78.78
TRK20250000000450,2220866,42385,FedEx Home Delivery,12/11/2025,12/16/2025,61.89,72.09,54.2,44.4,23.3,Y,64.74
TRK20250000000450,2220866,42385,FedEx Ground Economy,12/12/2025,12/14/2025,137.77,162.86,19.6,34.9,28.9,Y,134.09
TRK20250000000450,2220866,42385,FedEx Home Delivery,12/14/2025,12/15/2025,39.46,43.24,54.8,50.6,11.2,Y,59.55
TRK20250000000450,2220866,42385,FedEx Ground Economy,12/13/2025,12/21/2025,77.24,92.66,52.8,7.7,83.8,Y,108.64
TRK20250000000450,2220866,42385,FedEx Ground Economy,12/14/2025,12/21/2025,190.08,195.26,22.7,34.4,5.2,Y,238.91
TRK20250000000450,2220866,42385,FedEx Ground Economy,12/14/2025,12/22/2025,107.95,109.82,44.5,13.4,79.5,Y,147.35
TRK20250000000450,2220866,42385,FedEx Home Delivery,12/13/2025,12/14/2025,182.43,213.34,13.7,20.1,80.2,Y,223.73
TRK20250000000451,2220867,17167,FedEx Ground Economy,04/17/2025,04/23/2025,38.45,39.85,9.5,51.3,17.2,Y,32.43
TRK20250000000452,2220868,80047,FedEx Home Delivery,11/20/2025,11/22/2025,113.84,124.03,17.8,50.2,20.4,Y,178.21
TRK20250000000453,2220870,37406,FedEx Ground Economy,07/28/2025,08/02/2025,32.35,35.22,13.4,30.8,43.2,Y,34.76
TRK20250000000453,2220870,37406,FedEx Home Delivery,07/30/2025,08/04/2025,69.97,72.22,50.8,54.1,26.8,Y,102.12
TRK20250000000453,2220870,37406,FedEx Ground Economy,07/29/2025,08/01/2025,24.96,29.06,26.9,17.7,75.5,Y,24.34
TRK20250000000453,2220870,37406,FedEx Ground Economy,08/01/2025,08/05/2025,47.66,54.99,21.2,17.1,12.5,Y,71.39
TRK20250000000454,2220871,50181,FedEx Ground Economy,06/15/2025,06/19/2025,55.24,56.69,44.1,24.3,70.8,Y,71.67
TRK20250000000454,2220871,50181,FedEx Home Delivery,06/12/2025,06/13/2025,86.48,88.83,18.9,53.2,24.6,Y,152.59
TRK20250000000454,2220871,50181,FedEx Ground Economy,06/15/2025,06/19/2025,157.21,179.76,50.3,54.0,14.2,Y,112.02
TRK20250000000454,2220871,50181,FedEx Home Delivery,06/13/2025,06/16/2025,182.84,197.95,32.3,54.7,69.1,Y,229.35
